filename,n_sources_true,n_sources_pred,true_x,true_y,true_z,pred_x,pred_y,pred_z,pred_confidence,err_x,err_y,err_z,err_xy,err_xyz,matched
SIM_events_source_0000.csv,5,3,-78.195,-39.551,-14.864,-60.75899887084961,-67.21199798583984,-10.053999900817871,0.7308,17.436100006103516,27.660600662231445,4.810400009155273,32.6974983215332,33.049400329589844,True
SIM_events_source_0000.csv,5,3,-15.411,42.215,14.746,-54.930999755859375,-11.62399959564209,9.319000244140625,0.729,39.51969909667969,53.83869934082031,5.426799774169922,66.78630065917969,67.00640106201172,True
SIM_events_source_0000.csv,5,3,36.658,-47.826,10.866,6.625,-44.57899856567383,3.2179999351501465,0.715,30.032800674438477,3.2469000816345215,7.648099899291992,30.207799911499023,31.160999298095703,True
SIM_events_source_0000.csv,5,3,-65.985,-59.83,9.001,,,,,,,,,,False
SIM_events_source_0000.csv,5,3,-21.834,-63.1,4.322,,,,,,,,,,False
SIM_events_source_0001.csv,2,2,79.763,-60.368,7.347,44.94499969482422,-68.7229995727539,4.690000057220459,0.7308,34.81840133666992,8.354900360107422,2.6572000980377197,35.806800842285156,35.90520095825195,True
SIM_events_source_0001.csv,2,2,-53.227,-71.517,9.137,-40.45399856567383,-60.12300109863281,13.699999809265137,0.7295,12.772700309753418,11.394200325012207,4.562699794769287,17.11639976501465,17.714099884033203,True
SIM_events_source_0002.csv,2,3,61.881,13.062,5.224,41.763999938964844,4.788000106811523,-4.210000038146973,0.7298,20.116500854492188,8.274399757385254,9.434200286865234,21.751800537109375,23.7096004486084,True
SIM_events_source_0002.csv,2,3,23.677,-40.829,-9.289,39.97999954223633,-9.279000282287598,-12.71500015258789,0.7142,16.302799224853516,31.549699783325195,3.4256999492645264,35.512901306152344,35.67770004272461,True
SIM_events_source_0003.csv,2,2,65.972,4.233,15.519,46.816001892089844,51.45399856567383,16.457000732421875,0.7288,19.156099319458008,47.220699310302734,0.9379000067710876,50.95830154418945,50.96699905395508,True
SIM_events_source_0003.csv,2,2,12.893,76.719,9.808,16.81999969482422,29.475000381469727,15.442999839782715,0.5076,3.9265999794006348,47.24399948120117,5.635300159454346,47.406898498535156,47.740699768066406,True
SIM_events_source_0004.csv,1,1,-42.218,6.825,-18.998,-35.92900085449219,2.8970000743865967,-15.630000114440918,0.7269,6.289400100708008,3.9284000396728516,3.3684000968933105,7.41540002822876,8.144599914550781,True
SIM_events_source_0005.csv,2,3,-75.22,78.025,-14.536,-68.26399993896484,60.28799819946289,2.984999895095825,0.7311,6.956200122833252,17.736900329589844,17.52120018005371,19.052200317382812,25.884000778198242,True
SIM_events_source_0005.csv,2,3,25.493,-59.788,-6.673,4.27400016784668,-46.395999908447266,-1.9040000438690186,0.7309,21.219100952148438,13.39210033416748,4.7692999839782715,25.091800689697266,25.541000366210938,True
