filename,n_sources_true,n_sources_pred,true_x,true_y,true_z,pred_x,pred_y,pred_z,pred_confidence,err_x,err_y,err_z,err_xy,err_xyz,matched
SIM_events_source_0000.csv,5,5,-78.195,-39.551,-59.455,-70.80899810791016,-50.775001525878906,-45.24100112915039,0.958,7.38640022277832,11.224300384521484,14.214400291442871,13.436699867248535,19.559999465942383,True
SIM_events_source_0000.csv,5,5,-15.411,42.215,58.983,17.698999404907227,21.65999984741211,46.25299835205078,0.9167,33.110198974609375,20.554800033569336,12.729900360107422,38.97159957885742,40.99800109863281,True
SIM_events_source_0000.csv,5,5,36.658,-47.826,43.466,-7.98199987411499,-57.33300018310547,39.54600143432617,0.8837,44.63999938964844,9.507200241088867,3.9196999073028564,45.64120101928711,45.809200286865234,True
SIM_events_source_0000.csv,5,5,-65.985,-59.83,36.005,-45.56100082397461,-60.93600082397461,43.01900100708008,0.7195,20.423799514770508,1.1055999994277954,7.014400005340576,20.453699111938477,21.62299919128418,True
SIM_events_source_0000.csv,5,5,-21.834,-63.1,17.287,-59.24700164794922,-14.765000343322754,17.312999725341797,0.6567,37.41279983520508,48.33539962768555,0.026000000536441803,61.12310028076172,61.12310028076172,True
SIM_events_source_0001.csv,2,2,79.763,-60.368,29.387,66.19300079345703,-60.39699935913086,27.19700050354004,0.878,13.570300102233887,0.02879999950528145,2.1902999877929688,13.57040023803711,13.746000289916992,True
SIM_events_source_0001.csv,2,2,-53.227,-71.517,36.548,-64.21399688720703,-73.08899688720703,36.016998291015625,0.7693,10.98740005493164,1.5722999572753906,0.5310999751091003,11.099300384521484,11.112000465393066,True
SIM_events_source_0002.csv,2,2,61.881,13.062,20.895,59.73699951171875,7.747000217437744,23.458999633789062,0.6582,2.143699884414673,5.315199851989746,2.5643999576568604,5.731200218200684,6.278800010681152,True
SIM_events_source_0002.csv,2,2,23.677,-40.829,-37.157,29.110000610351562,-51.608001708984375,-41.141998291015625,0.5873,5.4328999519348145,10.778599739074707,3.985300064086914,12.07040023803711,12.711299896240234,True
SIM_events_source_0003.csv,2,2,65.972,4.233,62.075,54.96500015258789,5.500999927520752,46.34600067138672,0.5381,11.007499694824219,1.267799973487854,15.728799819946289,11.0802001953125,19.239700317382812,True
SIM_events_source_0003.csv,2,2,12.893,76.719,39.233,1.8739999532699585,68.02300262451172,37.70600128173828,0.3991,11.019399642944336,8.69629955291748,1.5271999835968018,14.037599563598633,14.120400428771973,True
SIM_events_source_0004.csv,1,1,-42.218,6.825,-75.992,-24.45599937438965,62.57899856567383,-48.97100067138672,0.4984,17.76219940185547,55.75450134277344,27.020999908447266,58.51539993286133,64.4530029296875,True
SIM_events_source_0005.csv,2,2,-75.22,78.025,-58.142,-64.65299987792969,71.0199966430664,-47.231998443603516,0.9546,10.567500114440918,7.005199909210205,10.90999984741211,12.678500175476074,16.72640037536621,True
SIM_events_source_0005.csv,2,2,25.493,-59.788,-26.692,46.78300094604492,-60.290000915527344,-28.60300064086914,0.8096,21.2898006439209,0.5016999840736389,1.9110000133514404,21.295700073242188,21.38129997253418,True
SIM_events_source_0006.csv,3,3,73.053,61.724,-76.511,71.2249984741211,57.52199935913086,-49.78200149536133,0.9749,1.8282999992370605,4.201600074768066,26.729400634765625,4.582099914550781,27.119300842285156,True
SIM_events_source_0006.csv,3,3,-52.868,-50.812,-11.217,-64.5009994506836,-67.89800262451172,-9.817999839782715,0.728,11.632499694824219,17.0856990814209,1.3992999792099,20.669700622558594,20.716999053955078,True
SIM_events_source_0006.csv,3,3,4.919,-64.808,37.808,-13.041999816894531,-65.28600311279297,36.0620002746582,0.5762,17.961200714111328,0.4779999852180481,1.746500015258789,17.967599868774414,18.05229949951172,True
SIM_events_source_0007.csv,3,3,31.735,56.802,-4.711,7.245999813079834,55.87699890136719,-4.425000190734863,0.927,24.489500045776367,0.9248999953269958,0.2856999933719635,24.506900787353516,24.50860023498535,True
SIM_events_source_0007.csv,3,3,-63.138,-59.275,-33.682,-66.73600006103516,-60.540000915527344,-36.17100143432617,0.8411,3.5980000495910645,1.2648999691009521,2.488600015640259,3.813800096511841,4.553899765014648,True
SIM_events_source_0007.csv,3,3,-64.665,64.044,-26.765,-59.05699920654297,71.5790023803711,-29.503999710083008,0.5618,5.607999801635742,7.535399913787842,2.739300012588501,9.393199920654297,9.784500122070312,True
SIM_events_source_0008.csv,3,3,35.995,-22.626,-58.308,61.547000885009766,-24.874000549316406,-49.10599899291992,0.9366,25.55190086364746,2.2476000785827637,9.201899528503418,25.65049934387207,27.251100540161133,True
SIM_events_source_0008.csv,3,3,-79.119,-42.219,-63.815,-71.08499908447266,-28.13800048828125,-44.95800018310547,0.7666,8.03380012512207,14.080499649047852,18.85740089416504,16.211200714111328,24.867799758911133,True
SIM_events_source_0008.csv,3,3,-70.792,-11.75,-21.387,-70.53900146484375,2.871000051498413,-43.435001373291016,0.6504,0.25290000438690186,14.620699882507324,22.04840087890625,14.62279987335205,26.45680046081543,True
SIM_events_source_0009.csv,4,4,-20.472,-44.157,28.018,-10.932000160217285,-56.52199935913086,25.214000701904297,0.8621,9.539799690246582,12.36460018157959,2.803800106048584,15.616999626159668,15.866700172424316,True
SIM_events_source_0009.csv,4,4,-11.373,-77.337,-6.58,-22.635000228881836,-68.34400177001953,-1.2719999551773071,0.8575,11.261799812316895,8.993399620056152,5.307700157165527,14.412199974060059,15.358499526977539,True
SIM_events_source_0009.csv,4,4,75.275,25.197,79.259,46.26900100708008,45.74399948120117,39.41400146484375,0.7781,29.005699157714844,20.547399520874023,39.844600677490234,35.54610061645508,53.39580154418945,True
SIM_events_source_0009.csv,4,4,-13.413,58.405,-30.392,-28.305999755859375,48.09400177001953,-36.125999450683594,0.6346,14.8927001953125,10.310799598693848,5.73360013961792,18.11370086669922,18.999500274658203,True
SIM_events_source_0010.csv,3,3,60.982,40.258,-10.547,39.742000579833984,50.71900177001953,-37.86199951171875,0.864,21.239999771118164,10.460800170898438,27.31450080871582,23.676300048828125,36.14759826660156,True
SIM_events_source_0010.csv,3,3,65.658,66.863,-59.84,60.119998931884766,56.11899948120117,-47.547000885009766,0.7547,5.5381999015808105,10.743599891662598,12.292699813842773,12.086999893188477,17.239700317382812,True
SIM_events_source_0010.csv,3,3,62.744,-28.134,24.223,65.30799865722656,-17.53700065612793,30.378000259399414,0.6098,2.5636000633239746,10.597200393676758,6.155200004577637,10.902799606323242,12.520299911499023,True
SIM_events_source_0011.csv,3,4,-28.666,-69.757,-50.892,-36.345001220703125,-62.051998138427734,-46.5890007019043,0.8055,7.679299831390381,7.705399990081787,4.302599906921387,10.878600120544434,11.698599815368652,True
SIM_events_source_0011.csv,3,4,-51.772,73.442,6.328,-58.18000030517578,64.34100341796875,19.115999221801758,0.7461,6.4079999923706055,9.100899696350098,12.787599563598633,11.130499839782715,16.95319938659668,True
SIM_events_source_0011.csv,3,4,68.649,35.387,-68.311,61.7130012512207,25.187000274658203,-48.53099822998047,0.7379,6.9359002113342285,10.19950008392334,19.780000686645508,12.334400177001953,23.310699462890625,True
SIM_events_source_0012.csv,5,4,-41.298,78.054,32.588,-41.32400131225586,58.04199981689453,23.766000747680664,0.9538,0.02590000070631504,20.011999130249023,8.821800231933594,20.012100219726562,21.87019920349121,True
SIM_events_source_0012.csv,5,4,-11.535,48.059,61.081,-6.894999980926514,57.16699981689453,42.090999603271484,0.8093,4.639599800109863,9.108200073242188,18.990299224853516,10.221799850463867,21.566600799560547,True
SIM_events_source_0012.csv,5,4,-6.983,-37.854,69.383,-59.6150016784668,-29.847999572753906,43.11000061035156,0.7736,52.63169860839844,8.005999565124512,26.27280044555664,53.237098693847656,59.36709976196289,True
SIM_events_source_0012.csv,5,4,-59.479,-19.291,56.748,58.492000579833984,-58.055999755859375,-34.768001556396484,0.7611,117.97090148925781,38.76539993286133,91.51640319824219,124.1769027709961,154.25669860839844,True
SIM_events_source_0012.csv,5,4,71.713,-77.586,-35.802,,,,,,,,,,False
SIM_events_source_0013.csv,3,3,8.839,-78.146,-18.202,-13.07800006866455,-70.71600341796875,-3.486999988555908,0.8893,21.917400360107422,7.429999828338623,14.714799880981445,23.14259910583496,27.42449951171875,True
SIM_events_source_0013.csv,3,3,-6.447,-70.715,11.122,5.334000110626221,-59.49800109863281,31.224000930786133,0.7531,11.780799865722656,11.217300415039062,20.101699829101562,16.267000198364258,25.859100341796875,True
SIM_events_source_0013.csv,3,3,48.832,24.38,65.483,44.50199890136719,34.62099838256836,47.02799987792969,0.5484,4.329999923706055,10.240799903869629,18.454999923706055,11.118599891662598,21.54560089111328,True
SIM_events_source_0014.csv,3,3,-34.709,26.709,54.711,-7.951000213623047,-17.857999801635742,47.12200164794922,0.7888,26.75830078125,44.567100524902344,7.588699817657471,51.983001708984375,52.534000396728516,True
SIM_events_source_0014.csv,3,3,9.534,-20.327,76.994,11.508999824523926,-15.831000328063965,47.358001708984375,0.625,1.975000023841858,4.49560022354126,29.636499404907227,4.910299777984619,30.04050064086914,True
SIM_events_source_0014.csv,3,3,-30.967,64.724,-21.821,-28.006999969482422,61.808998107910156,-18.104000091552734,0.4599,2.9595999717712402,2.914799928665161,3.717099905014038,4.1539998054504395,5.5742998123168945,True
